contract_id,member_id,insurance_id,last_payment_date,start_date,end_date,contract_days,total_premium,status,contractor,is_reviewed
17510-0363,b10c7515-22c4-4,INS010101,2023-11-27 00:00:00,2023-11-26 00:00:00,2023-11-28 00:00:00,2,20000,만기,남준혁,1
17510-0364,1f2d5fcb-e2ff-4,INS010103,2023-10-02 00:00:00,2023-10-02 00:00:00,2023-10-03 00:00:00,1,10000,만기,박민준,0
17510-0365,829134e5-4d60-4,INS010103,2024-03-24 00:00:00,2024-03-22 00:00:00,2024-03-27 00:00:00,5,50000,만기,이민석,0
17510-0366,fe9556dd-f96e-4,INS010103,2024-08-14 00:00:00,2024-08-14 00:00:00,2024-08-20 00:00:00,6,60000,만기,이지민,1
17510-0367,03c6ed1d-fd5f-4,INS010103,2024-04-22 00:00:00,2024-04-20 00:00:00,2024-04-25 00:00:00,5,50000,만기,한은영,0
17510-0368,187f361b-1079-4,INS010102,2024-01-05 00:00:00,2024-01-02 00:00:00,2024-01-06 00:00:00,4,40000,만기,양수빈,0
17510-0369,4b49ea07-c28b-4,INS010103,2024-09-19 00:00:00,2024-09-18 00:00:00,2024-09-19 00:00:00,1,10000,만기,안선영,0
17510-0370,6d52fd4a-a839-4,INS010103,2024-06-06 00:00:00,2024-06-03 00:00:00,2024-06-06 00:00:00,3,30000,만기,김경자,0
17510-0371,456c6381-4be8-4,INS010104,2024-05-09 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,2,20000,만기,김영순,0
17510-0372,86e25257-b1f5-4,INS010103,2024-02-06 00:00:00,2024-02-06 00:00:00,2024-02-08 00:00:00,2,20000,만기,이성호,0
17510-0373,c88df80e-6986-4,INS010104,2024-03-02 00:00:00,2024-03-02 00:00:00,2024-03-09 00:00:00,7,70000,만기,최성훈,1
17510-0374,cf478247-9f07-4,INS010102,2024-01-05 00:00:00,2024-01-03 00:00:00,2024-01-05 00:00:00,2,20000,만기,양예준,1
17510-0375,45ac9d4e-169c-4,INS010104,2024-05-01 00:00:00,2024-04-27 00:00:00,2024-05-03 00:00:00,6,60000,만기,김영식,0
17510-0376,f8dafad3-cbf5-4,INS010104,2024-05-27 00:00:00,2024-05-26 00:00:00,2024-06-02 00:00:00,7,70000,만기,배현지,1
17510-0377,684d7a78-f8ba-4,INS010103,2024-02-03 00:00:00,2024-02-01 00:00:00,2024-02-04 00:00:00,3,30000,만기,강영호,1
17510-0378,d9f74fe0-7963-4,INS010103,2024-07-19 00:00:00,2024-07-17 00:00:00,2024-07-19 00:00:00,2,20000,만기,박성수,1
17510-0379,ac61f67c-5db8-4,INS010101,2023-10-12 00:00:00,2023-10-12 00:00:00,2023-10-18 00:00:00,6,60000,만기,이성현,0
17510-0380,5889aef4-6ab9-4,INS010103,2024-03-24 00:00:00,2024-03-24 00:00:00,2024-03-28 00:00:00,4,40000,만기,이하은,1
17510-0381,1745a061-ec99-4,INS010104,2024-05-07 00:00:00,2024-05-04 00:00:00,2024-05-09 00:00:00,5,50000,만기,김영자,1
17510-0382,3104f2ca-6a2f-4,INS010104,2024-05-22 00:00:00,2024-05-21 00:00:00,2024-05-23 00:00:00,2,20000,만기,최상호,1
17510-0383,a55dc997-7229-4,INS010103,2023-10-27 00:00:00,2023-10-24 00:00:00,2023-10-29 00:00:00,5,50000,만기,김정숙,1
17510-0384,a547bfc5-3c4f-4,INS010102,2023-12-29 00:00:00,2023-12-25 00:00:00,2023-12-29 00:00:00,4,40000,만기,김정식,0
17510-0385,48b7a5ec-31d8-4,INS010101,2024-05-04 00:00:00,2024-05-01 00:00:00,2024-05-08 00:00:00,7,70000,만기,권상철,0
17510-0386,d9904594-b073-4,INS010104,2023-10-30 00:00:00,2023-10-27 00:00:00,2023-11-02 00:00:00,6,60000,만기,한하은,0
17510-0387,f5b53763-8161-4,INS010104,2024-09-17 00:00:00,2024-09-16 00:00:00,2024-09-20 00:00:00,4,40000,만기,김미숙,0
17510-0388,8a5c82ec-d813-4,INS010103,2024-02-09 00:00:00,2024-02-07 00:00:00,2024-02-09 00:00:00,2,20000,만기,노선영,1
17510-0389,e99ef877-ffdd-4,INS010101,2024-07-22 00:00:00,2024-07-21 00:00:00,2024-07-25 00:00:00,4,40000,만기,오춘자,0
17510-0390,295cbee5-460d-4,INS010102,2023-10-05 00:00:00,2023-10-02 00:00:00,2023-10-05 00:00:00,3,30000,만기,유미경,1
17510-0391,acc1a532-7641-4,INS010101,2024-05-27 00:00:00,2024-05-27 00:00:00,2024-05-29 00:00:00,2,20000,만기,김상철,1
17510-0392,5a7ee4a4-8919-4,INS010103,2024-05-30 00:00:00,2024-05-27 00:00:00,2024-05-30 00:00:00,3,30000,만기,김지현,1
17510-0393,276ea466-1e38-4,INS010101,2024-10-04 00:00:00,2024-09-30 00:00:00,2024-10-04 00:00:00,4,40000,만기,김정숙,1
17510-0394,5bc88f5c-1a3d-4,INS010104,2024-06-11 00:00:00,2024-06-10 00:00:00,2024-06-14 00:00:00,4,40000,만기,박정순,0
17510-0395,b9f70cb3-c655-4,INS010102,2023-11-09 00:00:00,2023-11-08 00:00:00,2023-11-10 00:00:00,2,20000,만기,김지연,0
17510-0396,e21cf986-2d50-4,INS010101,2024-06-17 00:00:00,2024-06-16 00:00:00,2024-06-19 00:00:00,3,30000,만기,윤지영,0
17510-0397,d14c6a88-6f6c-4,INS010104,2024-02-19 00:00:00,2024-02-17 00:00:00,2024-02-24 00:00:00,7,70000,만기,박유진,1
17510-0398,d05df4c7-b204-4,INS010103,2023-10-11 00:00:00,2023-10-07 00:00:00,2023-10-11 00:00:00,4,40000,만기,김경자,0
17510-0399,6cf31077-4622-4,INS010102,2024-05-04 00:00:00,2024-05-01 00:00:00,2024-05-04 00:00:00,3,30000,만기,차준영,0
17510-0400,33667ace-9b2a-4,INS010103,2024-05-16 00:00:00,2024-05-16 00:00:00,2024-05-23 00:00:00,7,70000,만기,이현지,0
17510-0401,e8e66d7e-f0f3-4,INS010101,2023-12-20 00:00:00,2023-12-14 00:00:00,2023-12-20 00:00:00,6,60000,만기,이순옥,0
17510-0402,8de747e6-f11b-4,INS010101,2024-08-24 00:00:00,2024-08-20 00:00:00,2024-08-25 00:00:00,5,50000,만기,이은정,0
17510-0403,01345d44-08db-4,INS010102,2024-07-12 00:00:00,2024-07-12 00:00:00,2024-07-14 00:00:00,2,20000,만기,심진호,0
17510-0404,9f008656-4b01-4,INS010103,2023-11-12 00:00:00,2023-11-12 00:00:00,2023-11-13 00:00:00,1,10000,만기,박상현,0
17510-0405,e1b387c8-9b01-4,INS010102,2023-12-29 00:00:00,2023-12-27 00:00:00,2024-01-01 00:00:00,5,50000,만기,성주원,1
17510-0406,65734009-1d0b-4,INS010103,2024-04-21 00:00:00,2024-04-20 00:00:00,2024-04-21 00:00:00,1,10000,만기,김영호,0
17510-0407,0f7f16c8-3360-4,INS010101,2024-01-26 00:00:00,2024-01-24 00:00:00,2024-01-29 00:00:00,5,50000,만기,허경숙,1
17510-0408,73462990-6ceb-4,INS010103,2024-05-26 00:00:00,2024-05-23 00:00:00,2024-05-29 00:00:00,6,60000,만기,한도윤,0
17510-0409,39ca32b0-7079-4,INS010104,2023-12-16 00:00:00,2023-12-09 00:00:00,2023-12-16 00:00:00,7,70000,만기,김순자,1
17510-0410,cf1569d7-4f67-4,INS010102,2024-04-19 00:00:00,2024-04-18 00:00:00,2024-04-22 00:00:00,4,40000,만기,김선영,1
17510-0411,28158a87-48df-4,INS010102,2024-06-15 00:00:00,2024-06-12 00:00:00,2024-06-16 00:00:00,4,40000,만기,이영환,1
17510-0412,09284c84-64c7-4,INS010104,2023-12-17 00:00:00,2023-12-16 00:00:00,2023-12-18 00:00:00,2,20000,만기,김정훈,1
17510-0413,6e4aa22b-0b43-4,INS010104,2023-10-28 00:00:00,2023-10-26 00:00:00,2023-10-31 00:00:00,5,50000,만기,문성진,1
17510-0414,b0757c07-ed33-4,INS010104,2024-03-24 00:00:00,2024-03-23 00:00:00,2024-03-24 00:00:00,1,10000,만기,이정수,0
17510-0415,1745a061-ec99-4,INS010101,2024-06-20 00:00:00,2024-06-16 00:00:00,2024-06-21 00:00:00,5,50000,만기,김영자,0
17510-0416,8ff57909-ee7e-4,INS010103,2024-01-19 00:00:00,2024-01-16 00:00:00,2024-01-19 00:00:00,3,30000,만기,윤지혜,0
17510-0417,ff50afef-059e-4,INS010104,2024-09-28 00:00:00,2024-09-27 00:00:00,2024-10-01 00:00:00,4,40000,만기,김하윤,1
17510-0418,3713665c-8072-4,INS010103,2024-08-08 00:00:00,2024-08-07 00:00:00,2024-08-08 00:00:00,1,10000,만기,성중수,0
17510-0419,7683799c-7c48-4,INS010101,2024-01-17 00:00:00,2024-01-16 00:00:00,2024-01-18 00:00:00,2,20000,만기,김우진,1
17510-0420,1a6af860-a44b-4,INS010102,2024-08-11 00:00:00,2024-08-10 00:00:00,2024-08-11 00:00:00,1,10000,만기,권중수,1
17510-0421,1ad653ee-422a-4,INS010103,2024-06-04 00:00:00,2024-05-30 00:00:00,2024-06-06 00:00:00,7,70000,만기,지상호,1
17510-0422,717c50a8-d28c-4,INS010104,2024-03-25 00:00:00,2024-03-23 00:00:00,2024-03-26 00:00:00,3,30000,만기,하영미,0
17510-0423,e55f0f06-7f48-4,INS010101,2024-02-25 00:00:00,2024-02-24 00:00:00,2024-02-26 00:00:00,2,20000,만기,양예지,0
17510-0424,67abd409-f9b9-4,INS010101,2024-07-02 00:00:00,2024-07-02 00:00:00,2024-07-06 00:00:00,4,40000,만기,윤진호,1
17510-0425,3538156c-1770-4,INS010102,2024-05-14 00:00:00,2024-05-08 00:00:00,2024-05-15 00:00:00,7,70000,만기,박지민,1
17510-0426,356bd939-dfd0-4,INS010102,2024-09-12 00:00:00,2024-09-11 00:00:00,2024-09-14 00:00:00,3,30000,만기,민민석,1
17510-0427,fe9556dd-f96e-4,INS010103,2023-11-13 00:00:00,2023-11-09 00:00:00,2023-11-14 00:00:00,5,50000,만기,이지민,1
17510-0428,22f38355-953f-4,INS010104,2024-01-03 00:00:00,2024-01-03 00:00:00,2024-01-04 00:00:00,1,10000,만기,성중수,1
17510-0429,f6c85102-df61-4,INS010101,2024-09-15 00:00:00,2024-09-15 00:00:00,2024-09-17 00:00:00,2,20000,만기,박유진,0
17510-0430,2777166c-bbca-4,INS010104,2024-02-15 00:00:00,2024-02-12 00:00:00,2024-02-15 00:00:00,3,30000,만기,최선영,0
17510-0431,7790723f-0a92-4,INS010101,2023-10-07 00:00:00,2023-10-07 00:00:00,2023-10-08 00:00:00,1,10000,만기,권경숙,0
17510-0432,7e94d830-bb30-4,INS010103,2024-05-18 00:00:00,2024-05-14 00:00:00,2024-05-18 00:00:00,4,40000,만기,이영환,1
17510-0433,56564557-02ad-4,INS010102,2024-09-26 00:00:00,2024-09-25 00:00:00,2024-10-01 00:00:00,6,60000,만기,박예준,0
17510-0434,7743e26d-6887-4,INS010104,2023-11-05 00:00:00,2023-11-03 00:00:00,2023-11-06 00:00:00,3,30000,만기,강옥순,1
17510-0435,74edd4ea-fbce-4,INS010104,2024-01-05 00:00:00,2024-01-04 00:00:00,2024-01-10 00:00:00,6,60000,만기,백예준,0
17510-0436,11f99116-1206-4,INS010103,2024-04-09 00:00:00,2024-04-04 00:00:00,2024-04-11 00:00:00,7,70000,만기,민보람,0
17510-0437,1682ba83-d347-4,INS010103,2024-03-01 00:00:00,2024-02-26 00:00:00,2024-03-04 00:00:00,7,70000,만기,최아름,0
17510-0438,369cbefe-9540-4,INS010104,2023-12-29 00:00:00,2023-12-24 00:00:00,2023-12-29 00:00:00,5,50000,만기,하수진,0
17510-0439,a34fea55-4915-4,INS010101,2023-10-11 00:00:00,2023-10-11 00:00:00,2023-10-18 00:00:00,7,70000,만기,김예은,1
17510-0440,4c525808-eef9-4,INS010102,2024-09-03 00:00:00,2024-09-01 00:00:00,2024-09-03 00:00:00,2,20000,만기,전현정,1
17510-0441,8e032371-9ed1-4,INS010101,2023-10-22 00:00:00,2023-10-18 00:00:00,2023-10-22 00:00:00,4,40000,만기,이민지,0
17510-0442,f0d67589-6184-4,INS010103,2024-05-25 00:00:00,2024-05-23 00:00:00,2024-05-26 00:00:00,3,30000,만기,윤지우,0
17510-0443,429fbb6a-cf4a-4,INS010103,2024-01-05 00:00:00,2024-01-03 00:00:00,2024-01-09 00:00:00,6,60000,만기,류미숙,1
17510-0444,cf478247-9f07-4,INS010101,2024-05-11 00:00:00,2024-05-10 00:00:00,2024-05-11 00:00:00,1,10000,만기,양예준,1
17510-0445,aa07696d-f55b-4,INS010102,2024-04-19 00:00:00,2024-04-16 00:00:00,2024-04-20 00:00:00,4,40000,만기,차승민,1
17510-0446,75dce374-c7ee-4,INS010103,2024-08-09 00:00:00,2024-08-09 00:00:00,2024-08-11 00:00:00,2,20000,만기,윤서윤,1
17510-0447,876a22f3-3ae9-4,INS010102,2024-02-09 00:00:00,2024-02-05 00:00:00,2024-02-09 00:00:00,4,40000,만기,이지은,1
17510-0448,58d6e525-1c83-4,INS010103,2024-09-24 00:00:00,2024-09-21 00:00:00,2024-09-25 00:00:00,4,40000,만기,이순자,0
17510-0449,fe766dae-df2b-4,INS010102,2023-10-30 00:00:00,2023-10-28 00:00:00,2023-10-30 00:00:00,2,20000,만기,손상호,1
17510-0450,8653a162-8b59-4,INS010103,2023-10-13 00:00:00,2023-10-11 00:00:00,2023-10-14 00:00:00,3,30000,만기,최현준,1
17510-0451,dc0c5709-43ad-4,INS010103,2024-08-01 00:00:00,2024-08-01 00:00:00,2024-08-02 00:00:00,1,10000,만기,이서준,1
17510-0452,28fb4a82-edf6-4,INS010102,2024-01-20 00:00:00,2024-01-19 00:00:00,2024-01-21 00:00:00,2,20000,만기,박현지,1
17510-0453,08c10ee0-794e-4,INS010102,2024-07-14 00:00:00,2024-07-08 00:00:00,2024-07-15 00:00:00,7,70000,만기,노영순,1
17510-0454,445d03c6-7176-4,INS010102,2024-08-31 00:00:00,2024-08-30 00:00:00,2024-09-01 00:00:00,2,20000,만기,박하윤,1
17510-0455,0ab8dfb7-ba6b-4,INS010103,2024-05-21 00:00:00,2024-05-18 00:00:00,2024-05-21 00:00:00,3,30000,만기,황정희,0
17510-0456,9f008656-4b01-4,INS010103,2024-07-09 00:00:00,2024-07-04 00:00:00,2024-07-10 00:00:00,6,60000,만기,박상현,0
17510-0457,772400fb-161a-4,INS010101,2023-12-19 00:00:00,2023-12-15 00:00:00,2023-12-20 00:00:00,5,50000,만기,김정웅,1
17510-0458,f7773a20-045d-4,INS010104,2023-10-29 00:00:00,2023-10-29 00:00:00,2023-10-31 00:00:00,2,20000,만기,강서현,0
17510-0459,b50e3f7b-c49b-4,INS010101,2024-07-20 00:00:00,2024-07-14 00:00:00,2024-07-21 00:00:00,7,70000,만기,곽정식,0
17510-0460,cf150579-a7c0-4,INS010102,2024-08-28 00:00:00,2024-08-28 00:00:00,2024-09-03 00:00:00,6,60000,만기,오영철,0
17510-0461,e8630003-c404-4,INS010104,2024-03-14 00:00:00,2024-03-13 00:00:00,2024-03-14 00:00:00,1,10000,만기,정지혜,1
17510-0462,46752b1f-2ba2-4,INS010104,2024-09-16 00:00:00,2024-09-16 00:00:00,2024-09-22 00:00:00,6,60000,만기,배순자,0
17510-0463,377dc876-7fbe-4,INS010102,2024-06-07 00:00:00,2024-06-02 00:00:00,2024-06-08 00:00:00,6,60000,만기,박영순,1
17510-0464,fcb47227-6852-4,INS010101,2024-04-11 00:00:00,2024-04-11 00:00:00,2024-04-14 00:00:00,3,30000,만기,이준호,1
17510-0465,e841a5b8-930c-4,INS010102,2024-07-15 00:00:00,2024-07-14 00:00:00,2024-07-17 00:00:00,3,30000,만기,강현정,0
17510-0466,4c1e73a8-06a8-4,INS010102,2024-08-22 00:00:00,2024-08-21 00:00:00,2024-08-27 00:00:00,6,60000,만기,권영식,0
17510-0467,95ebef66-5f42-4,INS010103,2024-02-07 00:00:00,2024-02-07 00:00:00,2024-02-13 00:00:00,6,60000,만기,김상현,0
17510-0468,9f4e5bb8-a434-4,INS010104,2024-04-25 00:00:00,2024-04-25 00:00:00,2024-04-26 00:00:00,1,10000,만기,손지영,1
17510-0469,8c260030-f9ff-4,INS010102,2023-11-24 00:00:00,2023-11-20 00:00:00,2023-11-27 00:00:00,7,70000,만기,최영환,1
17510-0470,7be23004-0983-4,INS010104,2024-02-02 00:00:00,2024-02-01 00:00:00,2024-02-05 00:00:00,4,40000,만기,유영일,0
17510-0471,b9debe26-8f76-4,INS010104,2024-06-17 00:00:00,2024-06-17 00:00:00,2024-06-21 00:00:00,4,40000,만기,이은영,1
17510-0472,ed4fb79a-5ee4-4,INS010103,2023-12-23 00:00:00,2023-12-22 00:00:00,2023-12-29 00:00:00,7,70000,만기,이민재,1
17510-0473,d71e6f33-db3f-4,INS010103,2024-08-06 00:00:00,2024-08-04 00:00:00,2024-08-06 00:00:00,2,20000,만기,김보람,0
17510-0474,c66e21a2-d77b-4,INS010102,2024-09-23 00:00:00,2024-09-21 00:00:00,2024-09-24 00:00:00,3,30000,만기,백시우,1
17510-0475,12574dcb-05d5-4,INS010104,2024-01-12 00:00:00,2024-01-07 00:00:00,2024-01-12 00:00:00,5,50000,만기,문영길,1
17510-0476,24d79f7e-bce6-4,INS010101,2023-10-16 00:00:00,2023-10-16 00:00:00,2023-10-23 00:00:00,7,70000,만기,김영수,1
17510-0477,25c68866-4446-4,INS010101,2024-04-18 00:00:00,2024-04-17 00:00:00,2024-04-20 00:00:00,3,30000,만기,박보람,1
17510-0478,e7fc759c-2708-4,INS010103,2024-06-11 00:00:00,2024-06-11 00:00:00,2024-06-12 00:00:00,1,10000,만기,김정남,0
17510-0479,3eaf64ce-c99b-4,INS010101,2024-02-21 00:00:00,2024-02-21 00:00:00,2024-02-28 00:00:00,7,70000,만기,손옥순,0
17510-0480,a809d8e5-a748-4,INS010104,2024-01-25 00:00:00,2024-01-25 00:00:00,2024-01-26 00:00:00,1,10000,만기,곽미정,0
17510-0481,09b2208f-297e-4,INS010103,2024-01-03 00:00:00,2023-12-31 00:00:00,2024-01-06 00:00:00,6,60000,만기,김준호,1
17510-0482,445f0735-a87c-4,INS010102,2024-03-21 00:00:00,2024-03-20 00:00:00,2024-03-25 00:00:00,5,50000,만기,박수진,0
17510-0483,d1ce6656-bc8b-4,INS010101,2024-02-26 00:00:00,2024-02-25 00:00:00,2024-02-26 00:00:00,1,10000,만기,지명숙,1
17510-0484,99404e2f-4320-4,INS010102,2024-01-03 00:00:00,2024-01-02 00:00:00,2024-01-04 00:00:00,2,20000,만기,권윤서,0
17510-0485,da3715a6-2f0e-4,INS010104,2024-06-09 00:00:00,2024-06-04 00:00:00,2024-06-09 00:00:00,5,50000,만기,박정훈,0
17510-0486,a9b11b8d-615e-4,INS010102,2024-04-28 00:00:00,2024-04-27 00:00:00,2024-05-04 00:00:00,7,70000,만기,이준혁,0
17510-0487,aa07696d-f55b-4,INS010104,2023-10-08 00:00:00,2023-10-08 00:00:00,2023-10-10 00:00:00,2,20000,만기,차승민,1
17510-0488,69a0ebf6-09aa-4,INS010101,2024-03-15 00:00:00,2024-03-11 00:00:00,2024-03-16 00:00:00,5,50000,만기,주민준,0
17510-0489,295f3ad0-9faf-4,INS010103,2024-06-23 00:00:00,2024-06-19 00:00:00,2024-06-25 00:00:00,6,60000,만기,이서준,0
17510-0490,6b780716-6116-4,INS010103,2024-08-23 00:00:00,2024-08-23 00:00:00,2024-08-25 00:00:00,2,20000,만기,전지영,1
17510-0491,12cb27e6-854e-4,INS010103,2024-08-21 00:00:00,2024-08-16 00:00:00,2024-08-23 00:00:00,7,70000,만기,강보람,1
17510-0492,cf478247-9f07-4,INS010104,2024-06-20 00:00:00,2024-06-18 00:00:00,2024-06-21 00:00:00,3,30000,만기,양예준,1
17510-0493,fa167c3c-cd00-4,INS010102,2024-07-26 00:00:00,2024-07-24 00:00:00,2024-07-29 00:00:00,5,50000,만기,김현숙,1
17510-0494,445f0735-a87c-4,INS010103,2023-11-09 00:00:00,2023-11-07 00:00:00,2023-11-11 00:00:00,4,40000,만기,박수진,0
17510-0495,c808d492-a0bb-4,INS010101,2024-07-17 00:00:00,2024-07-17 00:00:00,2024-07-18 00:00:00,1,10000,만기,김민지,0
17510-0496,a59235b7-2d90-4,INS010104,2024-08-06 00:00:00,2024-07-31 00:00:00,2024-08-06 00:00:00,6,60000,만기,박지아,1
17510-0497,eb8e6ec2-3f49-4,INS010102,2023-12-31 00:00:00,2023-12-29 00:00:00,2024-01-04 00:00:00,6,60000,만기,이수민,1
17510-0498,69327e85-0d7b-4,INS010101,2024-04-26 00:00:00,2024-04-23 00:00:00,2024-04-27 00:00:00,4,40000,만기,이예진,0
17510-0499,c8f78567-dc7c-4,INS010103,2024-05-14 00:00:00,2024-05-11 00:00:00,2024-05-15 00:00:00,4,40000,만기,김정자,0
17510-0500,eb5fc0cc-b4aa-4,INS010101,2023-11-18 00:00:00,2023-11-18 00:00:00,2023-11-25 00:00:00,7,70000,만기,박지원,0
17510-0501,bcbd89e2-ff10-4,INS010101,2024-02-05 00:00:00,2024-02-02 00:00:00,2024-02-07 00:00:00,5,50000,만기,문우진,0
17510-0502,c8a6bab3-9d9c-4,INS010103,2024-05-24 00:00:00,2024-05-21 00:00:00,2024-05-26 00:00:00,5,50000,만기,김지혜,1
17510-0503,235c6ea6-a978-4,INS010104,2024-02-13 00:00:00,2024-02-13 00:00:00,2024-02-19 00:00:00,6,60000,만기,이민서,0
17510-0504,f55ef227-ff20-4,INS010102,2023-12-18 00:00:00,2023-12-17 00:00:00,2023-12-19 00:00:00,2,20000,만기,윤지연,0
17510-0505,fbc1569a-1dd4-4,INS010103,2024-07-17 00:00:00,2024-07-14 00:00:00,2024-07-21 00:00:00,7,70000,만기,강진우,1
17510-0506,26130465-76e7-4,INS010104,2023-11-08 00:00:00,2023-11-08 00:00:00,2023-11-10 00:00:00,2,20000,만기,이지훈,1
17510-0507,0c2a23da-1f68-4,INS010101,2024-08-08 00:00:00,2024-08-04 00:00:00,2024-08-10 00:00:00,6,60000,만기,김준영,1
17510-0508,f3bdf7fc-b9c5-4,INS010102,2023-12-05 00:00:00,2023-12-03 00:00:00,2023-12-07 00:00:00,4,40000,만기,김정남,1
17510-0509,f2798243-b146-4,INS010102,2023-11-19 00:00:00,2023-11-18 00:00:00,2023-11-22 00:00:00,4,40000,만기,조성현,1
17510-0510,4303423e-b248-4,INS010103,2024-01-24 00:00:00,2024-01-20 00:00:00,2024-01-25 00:00:00,5,50000,만기,류서연,0
17510-0511,a88a9858-240a-4,INS010101,2024-01-27 00:00:00,2024-01-26 00:00:00,2024-02-02 00:00:00,7,70000,만기,김우진,0
17510-0512,189467d0-47ae-4,INS010103,2024-08-15 00:00:00,2024-08-13 00:00:00,2024-08-15 00:00:00,2,20000,만기,이지아,1
17510-0513,e38c06f5-71e5-4,INS010102,2023-11-12 00:00:00,2023-11-10 00:00:00,2023-11-12 00:00:00,2,20000,만기,민진호,1
17510-0514,4cbbbc89-ed2d-4,INS010102,2024-02-17 00:00:00,2024-02-13 00:00:00,2024-02-18 00:00:00,5,50000,만기,김주원,1
17510-0515,4dbcef9d-e686-4,INS010101,2024-05-30 00:00:00,2024-05-27 00:00:00,2024-06-01 00:00:00,5,50000,만기,이정식,0
17510-0516,eb71d897-a12d-4,INS010103,2024-02-20 00:00:00,2024-02-15 00:00:00,2024-02-20 00:00:00,5,50000,만기,김지아,1
17510-0517,b76d2fc9-52cf-4,INS010101,2024-05-12 00:00:00,2024-05-10 00:00:00,2024-05-17 00:00:00,7,70000,만기,이옥순,1
17510-0518,93664d78-0b95-4,INS010101,2024-09-10 00:00:00,2024-09-07 00:00:00,2024-09-11 00:00:00,4,40000,만기,이하은,0
17510-0519,fa1aed90-ddf6-4,INS010103,2024-05-19 00:00:00,2024-05-18 00:00:00,2024-05-23 00:00:00,5,50000,만기,송상호,1
17510-0520,f58e70c6-7006-4,INS010104,2024-03-04 00:00:00,2024-03-01 00:00:00,2024-03-06 00:00:00,5,50000,만기,이도윤,0
17510-0521,eb5fc0cc-b4aa-4,INS010101,2024-09-25 00:00:00,2024-09-21 00:00:00,2024-09-27 00:00:00,6,60000,만기,박지원,0
17510-0522,d815575e-6a13-4,INS010101,2024-07-11 00:00:00,2024-07-11 00:00:00,2024-07-13 00:00:00,2,20000,만기,송영희,1
17510-0523,62a44a32-358d-4,INS010103,2023-10-27 00:00:00,2023-10-27 00:00:00,2023-10-28 00:00:00,1,10000,만기,이지연,1
17510-0524,d68ff953-40ba-4,INS010104,2024-06-03 00:00:00,2024-05-27 00:00:00,2024-06-03 00:00:00,7,70000,만기,배영미,1
17510-0525,c456883b-c3a6-4,INS010102,2024-01-24 00:00:00,2024-01-22 00:00:00,2024-01-25 00:00:00,3,30000,만기,박옥순,1
17510-0526,28158a87-48df-4,INS010104,2023-10-25 00:00:00,2023-10-25 00:00:00,2023-10-26 00:00:00,1,10000,만기,이영환,1
17510-0527,187f361b-1079-4,INS010104,2024-02-19 00:00:00,2024-02-19 00:00:00,2024-02-24 00:00:00,5,50000,만기,양수빈,0
17510-0528,56d43b3e-8f87-4,INS010101,2024-08-15 00:00:00,2024-08-15 00:00:00,2024-08-17 00:00:00,2,20000,만기,황현주,1
17510-0529,aecc75aa-3d8f-4,INS010101,2024-01-11 00:00:00,2024-01-07 00:00:00,2024-01-13 00:00:00,6,60000,만기,최경수,0
17510-0530,7efbb166-34cd-4,INS010103,2023-12-20 00:00:00,2023-12-18 00:00:00,2023-12-22 00:00:00,4,40000,만기,이현주,1
17510-0531,b7eea5b6-f75e-4,INS010104,2024-08-07 00:00:00,2024-08-02 00:00:00,2024-08-09 00:00:00,7,70000,만기,노경숙,0
17510-0532,9a829094-5f3c-4,INS010103,2024-07-04 00:00:00,2024-06-27 00:00:00,2024-07-04 00:00:00,7,70000,만기,김현우,1
17510-0533,032691e0-1266-4,INS010104,2023-12-13 00:00:00,2023-12-07 00:00:00,2023-12-13 00:00:00,6,60000,만기,이승민,0
17510-0534,d327538c-c3d8-4,INS010103,2024-07-15 00:00:00,2024-07-13 00:00:00,2024-07-15 00:00:00,2,20000,만기,김경수,1
17510-0535,36afcca8-d2d4-4,INS010104,2024-01-06 00:00:00,2024-01-06 00:00:00,2024-01-08 00:00:00,2,20000,만기,김수빈,1
17510-0536,fea35666-debe-4,INS010104,2024-09-29 00:00:00,2024-09-28 00:00:00,2024-10-03 00:00:00,5,50000,만기,심성수,0
17510-0537,faa74f66-c521-4,INS010101,2023-10-11 00:00:00,2023-10-08 00:00:00,2023-10-12 00:00:00,4,40000,만기,손하윤,0
17510-0538,fe0faaa4-132e-4,INS010104,2024-08-23 00:00:00,2024-08-22 00:00:00,2024-08-28 00:00:00,6,60000,만기,최예은,1
17510-0539,da7a61f7-161c-4,INS010101,2024-05-30 00:00:00,2024-05-30 00:00:00,2024-05-31 00:00:00,1,10000,만기,김준혁,0
17510-0540,1b425126-5429-4,INS010102,2024-04-06 00:00:00,2024-04-05 00:00:00,2024-04-06 00:00:00,1,10000,만기,박현우,1
17510-0541,b8226fcc-6106-4,INS010103,2024-04-03 00:00:00,2024-03-29 00:00:00,2024-04-04 00:00:00,6,60000,만기,양현지,1
17510-0542,090b8c19-6865-4,INS010102,2024-03-13 00:00:00,2024-03-09 00:00:00,2024-03-16 00:00:00,7,70000,만기,황동현,0
17510-0543,fa433499-31cf-4,INS010103,2023-12-06 00:00:00,2023-12-05 00:00:00,2023-12-06 00:00:00,1,10000,만기,강옥자,1
17510-0544,a06d4c1c-08b1-4,INS010102,2024-08-25 00:00:00,2024-08-22 00:00:00,2024-08-28 00:00:00,6,60000,만기,김성훈,1
