member_id,password,name,identification_number,birth_date,gender,phone_number,email,point,fraud_count
8238bb6c-52ed-4,k4(Ck22R_Q,송우진,9511231979397,1995-11-23,M,019-731-9509,bagseongho@example.com,248,0
43b11bab-fb19-4,e_z7jY_xkP,최상훈,9908201583000,1999-08-20,M,070-0740-1905,yeongsugim@example.net,248,0
553411bc-6733-4,$*7RD1Gf&v,이서준,9608281931864,1996-08-28,F,051-529-0137,bagjihye@example.net,505,1
4e6028a4-c76f-4,#6UgNTuzXP,이예진,9711071258576,1997-11-07,F,016-860-9522,iyeongsun@example.com,679,0
8e5859f4-29b3-4,DXr4*1TxWQ,홍현지,9206281712312,1992-06-28,F,053-671-2777,yeongho70@example.com,973,0
c09c0f86-ff38-4,z5VTETMs@y,이중수,0208233835006,2002-08-23,M,051-708-7798,gimjeongnam@example.net,89,0
0d4942e7-40f0-4,%19oBcoS4P,김정남,9407191968302,1994-07-19,F,019-591-4266,gangjinu@example.net,316,0
551818b7-bb5d-4,#0I3LokIK^,박영희,9407181811970,1994-07-18,M,052-004-9009,geonu39@example.com,429,0
e7ac609f-8b1b-4,n@8YwsC^V@,이순자,9310251541039,1993-10-25,M,070-6671-8074,isujin@example.org,602,0
476bed7c-6bc3-4,R!IZ6M#d+(,윤아름,9709121274197,1997-09-12,F,042-707-6453,gimseoyeong@example.net,899,0
f65b435d-1f26-4,o0Jl3Zms9@,한지혜,9604131685394,1996-04-13,M,011-616-3037,munjuweon@example.com,45,3
c9a8af43-40b9-4,++7j)zHyUP,이성수,0203113997187,2002-03-11,F,055-968-1674,gimseoyeong@example.net,327,0
4c2e06e4-1bae-4,c9P)AmQ3)_,남경희,9707241016922,1997-07-24,M,010-9263-4095,ryudoyun@example.org,121,0
abae6e4a-d83f-4,3vC9)TrT@2,홍건우,9712141304461,1997-12-14,F,052-450-6090,eungyeongi@example.com,298,0
d9947a34-c724-4,BY1k1UhJ@P,최재호,9206201388058,1992-06-20,M,061-154-8005,sujini@example.org,165,0
a7e5c8cb-5f6d-4,!B5h%RthYH,이승현,0008273045251,2000-08-27,F,031-769-2577,gimsumin@example.net,978,0
365f6444-e091-4,@59FXX!n%r,안재현,9102091918192,1991-02-09,F,043-280-3128,gimmijeong@example.org,35,1
2551589c-9c73-4,k+8ZMHjvKg,김종수,8709271351832,1987-09-27,M,055-162-6986,seunghyeon86@example.com,408,0
2bd7ef3b-f60e-4,8g&D!S9z_O,김선영,0504203752458,2005-04-20,M,051-664-4203,hyeonjibag@example.net,221,0
3c51a32e-c86d-4,XS7Pb*oUR_,강지후,9208271524801,1992-08-27,F,011-744-2438,miyeong37@example.com,315,0
5d03b7b3-021f-4,@W^7ZxGK%3,서건우,9112261501904,1991-12-26,M,019-165-9775,nhong@example.com,170,0
4966300a-9593-4,AZf2%_4gs@,김현주,9812091388571,1998-12-09,F,061-060-6173,ujini@example.org,514,3
391097e2-07b6-4,+7+Vhn$Rvs,김상철,9609271611975,1996-09-27,M,070-4403-7235,vi@example.org,303,3
7f921f52-d49d-4,^Q8M5cSb54,김정숙,9504211640004,1995-04-21,M,019-586-9793,eunjeong42@example.net,891,3
35a3c11d-d3c4-4,&v732J!wB^,이보람,9611111584038,1996-11-11,M,016-844-8116,mijeong69@example.com,265,0
3ea1fe06-a77f-4,&k6tqWnXJe,배현지,9610021664934,1996-10-02,F,019-405-0003,gimsumin@example.net,932,2
f9d0226c-57b5-4,_SI*vS+f!9,김영환,0309163716528,2003-09-16,M,042-697-9733,jiyeonggo@example.org,236,0
c5dd1238-537e-4,&9Wg$hJan8,장순옥,8912261760314,1989-12-26,M,044-585-9900,gojihu@example.com,844,0
8a88658f-2c68-4,%4Tn5cyB0k,김지원,8903051705861,1989-03-05,M,055-762-5708,yunminji@example.net,511,2
86b43c35-fdac-4,$2pQaMqn73,박지아,9905091667028,1999-05-09,F,02-3141-9460,jihunbag@example.org,207,0
f283bf20-8810-4,$LLhg1oL08,홍광수,0204053342284,2002-04-05,M,010-1723-7706,hgim@example.org,185,0
5da602ab-395a-4,&3Cg3Bdl4p,김지후,9204281623829,1992-04-28,M,043-924-1654,lo@example.com,762,0
bad95eea-681e-4,$3^5MenIk%,최서준,9704171407306,1997-04-17,M,02-6898-2711,gwangsu02@example.com,390,0
9779bb55-7779-4,!jk3KFDvf1,이민재,9409131368871,1994-09-13,M,043-366-2748,minseog50@example.com,876,0
b19d69aa-d42d-4,ahtFd2Vm&5,김성민,9602181010367,1996-02-18,F,053-859-6725,gimjeongnam@example.net,422,2
10eefd83-ef20-4,v5F6Q@z8!w,최현준,9106221641293,1991-06-22,M,010-3902-8511,hanhayun@example.org,878,0
6f61f031-7e68-4,a8#4Qp2O6!,김지훈,9101251081737,1991-01-25,M,063-591-3420,yeongceol68@example.org,614,0
e4085679-e872-4,__dZ5INn*K,이민수,9811171409255,1998-11-17,F,061-322-8133,yunyeongho@example.org,849,3
a2024158-c24f-4,(9TB8Jkd5Z,김미경,0105173420739,2001-05-17,F,018-196-6171,hno@example.net,347,0
c1976acd-c453-4,E3_GO1Cj*m,신영길,0208103727455,2002-08-10,F,010-0516-4991,yeongsugim@example.net,405,0
1325d985-e036-4,@B0sNdvo_I,김수빈,9110131849336,1991-10-13,M,02-8481-9032,fgang@example.org,271,3
17c1f14d-5aa7-4,B*Q8KOzZjZ,송영식,0009063829888,2000-09-06,F,053-824-4902,sujin84@example.org,939,0
4b3c2fbe-3f71-4,fmNZB#I_&9,박승민,9706091647803,1997-06-09,F,061-103-4039,jeongsiggim@example.org,469,5
4e163a18-a5b8-4,9@#Q8bWI&@,박하은,9712031039140,1997-12-03,M,053-398-1777,gimbyeongceol@example.com,962,0
da5cb623-5a56-4,$R#1tuNr!),이은정,9503201259400,1995-03-20,M,041-430-2683,minjaebag@example.org,622,0
01fda32b-eaaa-4,A&1Maz4%HI,서동현,0403273436755,2004-03-27,M,010-1785-7028,ei@example.com,596,0
03d63910-3d4a-4,%6zzJ^Gq#q,이정수,9407261102098,1994-07-26,F,055-325-1043,pi@example.org,361,0
fe819525-4041-4,i&W0^QJmXa,최지은,9212071635227,1992-12-07,M,055-596-0784,yeongsugim@example.net,626,0
75b67b67-2987-4,%fHyzrZ54n,김유진,9410171693006,1994-10-17,M,010-3773-3142,jeongsuggim@example.net,661,0
c20751a2-c5dc-4,q(46CRftV*,곽정식,9611211281645,1996-11-21,M,070-6248-4908,geonu39@example.com,731,2
3551a4b4-1159-4,_V0^gWw+W&,김민서,9401111254779,1994-01-11,F,018-556-0519,yunjia@example.com,276,0
654b47c1-68ee-4,luc*L1YxAg,차승민,9311031721848,1993-11-03,F,016-453-1329,gangseoyun@example.net,622,0
8a087e4a-337a-4,*5w!XF8c5i,류정희,0508143296219,2005-08-14,M,054-625-6991,jeongsiggim@example.org,858,0
025ab475-b528-4,2O0b12%h+),이경희,8503241741644,1985-03-24,M,053-116-7695,dji@example.net,650,0
bca20eec-3d2f-4,a4gQy!Gv_Z,최지후,9306171810090,1993-06-17,M,070-7257-2170,yunminji@example.net,909,0
2ccb8c06-172f-4,!7ScU)JDFO,박영철,9802141670521,1998-02-14,F,016-026-1188,bagseongho@example.com,659,0
ba8a466d-77a3-4,aC1()BpyS_,김영식,9610241303600,1996-10-24,F,054-202-4553,lgang@example.org,135,3
999c2301-8dbb-4,u+7Zoijp!7,황진우,9209241466807,1992-09-24,M,042-414-2829,seoyun34@example.com,574,0
95d48108-0106-4,%yN#8QtAO7,김상현,9503211392197,1995-03-21,F,033-664-1034,yeonggilha@example.com,274,1
c8423ce3-5057-4,5j%rM2Hgql,조현주,0505073600810,2005-05-07,F,043-631-4819,seoyeono@example.org,158,0
ec558ee6-69dc-4,$m1ZnX5dat,문영환,8403271821505,1984-03-27,M,018-517-9167,minseog50@example.com,338,0
159623ac-3569-4,7*6YLYy0qo,김영식,9510251115347,1995-10-25,F,011-910-6064,yyun@example.org,698,1
32a3dc3a-5755-4,@%DlLcx&a3,남중수,8908161881157,1989-08-16,F,064-766-1537,qbag@example.net,795,0
f731c291-0c9a-4,5o(mo4SYv(,허성민,9807181786813,1998-07-18,M,044-793-3739,iyun@example.com,659,0
bd8ad568-bc2b-4,(X3yc6Isvy,오상현,8707271852122,1987-07-27,M,016-836-0373,ujini@example.org,393,0
f8d0bfd0-7688-4,16t2Bz(g*b,윤준호,9311191118494,1993-11-19,F,064-756-8799,rgim@example.net,960,0
94ee7df0-17ac-4,FVo0DLqH$g,김재호,9111281769597,1991-11-28,F,017-757-4407,caeweon78@example.org,237,0
fe688496-4fae-4,!cGGCUo1G2,김상현,0009023655803,2000-09-02,M,044-755-6855,minjaei@example.net,486,2
c040479f-2a16-4,o0G_wryP#U,김정남,8802121693808,1988-02-12,M,011-461-2385,jeongsiggim@example.org,997,0
e748bdaf-cf63-4,9snJ8JZyT+,곽미정,9101191505254,1991-01-19,F,033-362-4987,kyun@example.org,494,0
7dd7b5ca-a3d5-4,5(A5USyE!),김현정,8807011375207,1988-07-01,M,02-5174-3576,yunminji@example.net,853,0
96c9442c-d3f0-4,%ClHtKQ)$9,이미경,9807231497307,1998-07-23,M,010-1863-4223,gimjeongnam@example.net,626,0
83733171-28f3-4,IX8D%fz0b!,최성훈,9708111956928,1997-08-11,F,061-712-4117,kgim@example.org,400,0
fded4a3f-ecdf-4,56NomKer_9,윤서윤,8304121643343,1983-04-12,F,031-895-1275,eungyeong68@example.com,964,0
40fa67db-a3be-4,&COybebln4,서수빈,0008083959253,2000-08-08,M,062-974-0712,bagareum@example.com,864,3
e518ca18-d24e-4,2!93WkwIcM,최미숙,9505181289177,1995-05-18,M,062-975-9600,wcoe@example.net,708,0
5b04e31d-1e92-4,y^8w5(G#!a,이영미,8903201593187,1989-03-20,M,016-833-8229,jeongsuncoe@example.com,300,0
6358153a-46f6-4,f37T#)WF$L,차민석,9407091835650,1994-07-09,M,010-7228-6748,yangujin@example.net,196,1
19ec1bb9-db73-4,^NLuFHLl3A,이광수,9204201287148,1992-04-20,F,052-933-3148,seoyun34@example.com,705,0
8b3887d4-7b1b-4,#5mM0wiX41,김도윤,9608141560105,1996-08-14,M,017-518-5766,mgim@example.net,781,0
831a9d35-1238-4,!7apQEe)Qv,김영길,9305201874867,1993-05-20,F,042-982-2550,dgang@example.com,225,1
c7c13182-fcbf-4,_ISo#H0s2h,이유진,0111033118098,2001-11-03,F,063-190-0395,vi@example.org,978,1
954fa7b3-6427-4,_7teaTcWKT,윤지영,8612271919300,1986-12-27,M,070-3278-7485,gyeonghyibag@example.net,843,2
0648c5e5-6cb1-4,o5Px^Cm7%3,김경자,9512101196299,1995-12-10,M,041-242-3990,gyun@example.org,284,0
48968a8e-a53e-4,ZU)98Fqy1i,박현우,9805061293223,1998-05-06,F,017-043-8193,seonghyeon06@example.org,507,2
4471331e-d6af-4,u2^ZkSUH^u,최은서,9105051943126,1991-05-05,M,044-701-1079,jiweonbag@example.com,203,0
3f3a01bf-0b25-4,1_1E(2Lvq4,서주원,9710011587241,1997-10-01,F,062-522-2449,gimjeonghun@example.org,810,0
81ebcef7-bf57-4,!a)CO&2fO0,이수빈,0110243302390,2001-10-24,F,044-313-2671,jiyeonggo@example.org,130,0
cc079179-7d3d-4,%9fROggia0,조지민,0103163808532,2001-03-16,F,033-617-2620,hsong@example.org,324,0
19706fed-b7c9-4,&K9iFkJd12,김성민,9111151343157,1991-11-15,F,070-9729-3801,ijia@example.com,361,3
a4131db0-8b0d-4,n^0ZHAX_iz,하영미,9509191434861,1995-09-19,M,033-326-2317,hyeonjibag@example.net,384,0
a24aafa0-2dd9-4,@vM0Tmwu(7,고영일,9502191182726,1995-02-19,F,032-198-1658,ujini@example.org,917,3
4812138c-91a5-4,(4T#+dj$Uj,백옥자,8912181321475,1989-12-18,F,063-958-2207,nyu@example.com,524,0
2badc483-bbbb-4,S^Pd23Pzv3,박정순,0001123668289,2000-01-12,M,02-8441-4608,xhan@example.net,671,1
2e6cf3d3-bf27-4,Gqj26KF#l$,김준서,9801101978963,1998-01-10,F,017-936-3370,qgim@example.net,208,2
e7413cff-44c2-4,c0ZYX!lL(G,안진호,9607031186187,1996-07-03,M,017-309-4192,gimseoyeong@example.net,33,0
d1ad4a91-0e2b-4,Gj@37CgU&*,김준혁,9404081319661,1994-04-08,M,02-6889-9000,ggweon@example.com,538,0
21805078-c3c5-4,JiAFVyhE%1,박영숙,9504071713182,1995-04-07,M,052-940-4525,ugim@example.org,563,0
de1c3945-c83c-4,ju2Y2T0w&Z,박예준,9610171969647,1996-10-17,M,041-618-0854,gimyeonghyi@example.org,359,1
6111a2b0-78d5-4,z7Az$HuV@&,이영환,9506251303738,1995-06-25,M,041-536-8631,hgim@example.org,845,0
43a115e1-f0ac-4,KL&6QUgpi^,이지혜,9501051377194,1995-01-05,F,041-202-3114,byeongceol29@example.org,401,1
fdef6e7f-8f89-4,s3NX*4Km)f,장영희,9806241419175,1998-06-24,M,061-942-4866,jimin74@example.com,235,0
7f24106d-6c5a-4,%pj)8IhQUr,강주원,9903141307428,1999-03-14,F,052-139-5265,byeongceol29@example.org,756,0
94abd06d-22ca-4,+19R*zkN@I,이은정,9311051185515,1993-11-05,M,070-8059-8898,yyun@example.org,205,0
0981ed9f-2afc-4,V1)Na3UmVh,김종수,9905171666027,1999-05-17,M,061-509-8787,yunyeongho@example.org,294,0
9262f7ba-ac12-4,!@PR5ShsS@,고춘자,0011223283975,2000-11-22,M,061-112-5956,ihyeonji@example.net,599,0
c64d6521-1c0f-4,Y@4ZI9vcWc,허상호,9603191643122,1996-03-19,F,063-587-4747,bagareum@example.com,938,0
7bb19592-0d41-4,&E54)4NtZB,백예지,9509141204791,1995-09-14,F,019-561-0043,nbag@example.org,662,2
b4c59d4f-3aff-4,IF7LQFk#@S,김예준,8302041738009,1983-02-04,M,043-698-8014,gimjungsu@example.org,476,0
c249ef5c-52af-4,6kJBycx)^5,안서영,9805241948623,1998-05-24,M,063-025-5657,gimyeonghyi@example.org,695,1
10b6bbef-8d3d-4,(0H9T6QgI%,윤재호,9010241827303,1990-10-24,M,032-151-0182,ijihu@example.net,723,0
8a020eaf-fe75-4,E^y$5OTvoQ,최현숙,9110221229921,1991-10-22,M,062-602-5894,gangseoyun@example.net,286,2
c7641d0a-86fb-4,48FggtLP)&,하아름,0002093979496,2000-02-09,M,042-019-5182,gyeonghyibag@example.net,725,0
f7a8a567-c252-4,#7BgwZ&y*0,엄상철,9102051705546,1991-02-05,F,051-437-9542,bagdohyeon@example.net,927,3
885b23d4-56c7-4,$UtBvvMB0j,이민재,0001103331923,2000-01-10,M,011-295-3656,minji27@example.org,463,0
ad96a27e-81ba-4,!daZ00Msez,이성현,0506283046988,2005-06-28,M,064-704-4196,yangyeongmi@example.com,727,0
6f6e3c40-e264-4,T%g4ROnBb(,허현우,9106231986341,1991-06-23,F,02-1911-2740,jiweongim@example.org,664,0
38190392-cb39-4,ytb42pIG7+,최은영,0311093344152,2003-11-09,F,043-819-6961,coejeongsu@example.net,26,0
260804d6-d311-4,^eFOI2Uv2#,김정자,9207211704896,1992-07-21,F,016-450-2104,hgim@example.org,625,0
85ab3aac-fdfc-4,op!S9lUy+7,김건우,9810241832041,1998-10-24,F,010-1879-5740,dgim@example.net,724,0
3df9284d-ce29-4,l)4RngdoX2,김종수,8605071774862,1986-05-07,F,010-3610-6672,jungsu82@example.net,274,0
6bfe51ec-ef6e-4,&$22FVxue),김서현,8903231035410,1989-03-23,F,062-270-6871,yangyeongmi@example.com,317,0
c893796c-3f52-4,)l2e)PFd0v,최상호,9706201356213,1997-06-20,F,011-888-2862,jiweongim@example.org,779,0
4aad12d8-5a13-4,^YhfVYRrf9,박시우,9812161725666,1998-12-16,F,052-639-5709,caeweon78@example.org,598,0
bc399c12-0fa2-4,w8@(MG!z*C,오예지,0102033872108,2001-02-03,F,010-8335-7800,misug28@example.net,670,3
8a8d3e70-dc82-4,&A4UNbHxh8,이민지,9708081616049,1997-08-08,M,063-485-0137,byeongceol29@example.org,308,0
77eb14a0-be72-4,p_%7Bdm_1c,송은주,9605171185020,1996-05-17,M,02-3109-5793,zsong@example.net,347,0
53020b16-fd13-4,%vxm9JV&I#,최현정,9606151335974,1996-06-15,M,017-028-6836,seojuni@example.com,960,2
571907f3-97e9-4,ERmU)1SonW,최성현,9408131010153,1994-08-13,F,043-350-9558,yeongsugim@example.net,557,6
72a50ac4-e36a-4,uc8opqMWq+,이하은,9202171411894,1992-02-17,M,044-265-7902,seunghyeono@example.com,251,3
fe05e8ee-cb23-4,0SiNkiPG+g,이정희,9302221272274,1993-02-22,M,062-889-9630,minjun33@example.net,450,0
c7bba57e-5215-4,(*9oj5NmHR,김예원,9812271908601,1998-12-27,M,044-028-8989,jinu45@example.org,317,0
ea630a4c-d3ce-4,27SgHpdF_b,류영수,0202213634637,2002-02-21,F,019-659-9816,jihyeo@example.org,191,0
29e50d0c-a7a3-4,+r4^Xj2zDj,이옥자,8807211096934,1988-07-21,F,041-086-6803,eunjujo@example.net,525,0
a0cf71cb-4fc9-4,Ok31X!Wx0%,이서준,9806161745422,1998-06-16,M,041-538-2390,mijeongbag@example.org,921,0
13856cd8-c0bc-4,*KNSAX6lt7,박정수,9808111057943,1998-08-11,M,063-479-5066,gimseongmin@example.net,104,0
4ae7a982-70b8-4,S9NDXzGj)S,김영순,9708241823695,1997-08-24,M,033-693-7983,hyejingang@example.net,33,0
1c519d16-1dc3-4,7xfz4_Ah^&,김지훈,0408143775039,2004-08-14,M,016-965-3845,gimmijeong@example.org,69,0
58857de2-3296-4,3kTNmHO6*4,김상훈,9708051188694,1997-08-05,M,070-7411-2352,kgim@example.org,80,0
d5982c10-2813-4,$78CQrxcaZ,민민석,9707011875039,1997-07-01,F,010-4600-0233,dji@example.net,851,0
4d822179-338c-4,eE8U^YLd!+,박지훈,9107151841015,1991-07-15,F,02-7868-4639,jeongsuggim@example.net,658,0
1822f58e-bae5-4,**_%0UPbLq,박현숙,9107131347680,1991-07-13,F,055-957-1391,mgim@example.com,650,0
7df7bb91-aa74-4,+Q91XTMuY&,김은주,9405221726669,1994-05-22,F,054-051-0528,gimjeonghun@example.org,480,0
d5941c04-d05d-4,$sX8THYx6T,김영식,9009121469250,1990-09-12,F,010-1358-5596,rgim@example.net,449,0
9ee76ef2-5c9e-4,(8hYaJ_e8k,김혜진,9308101135360,1993-08-10,F,061-884-0731,minjaebag@example.org,159,0
e38a03a7-9ae4-4,ZG#EUWxs#8,이우진,9503271711290,1995-03-27,M,031-256-1196,jaehoi@example.net,664,0
6d457f69-9c80-4,j@5U_9(*Pb,심정웅,9403011866246,1994-03-01,F,062-037-7012,juweongim@example.org,318,0
26d9fd3a-9c06-4,(u0jYegk+Z,김옥순,9509021272117,1995-09-02,F,061-126-1136,seoyun34@example.com,751,0
af4cd8ff-0dce-4,+2ZPxMmMgK,차성호,9605101609457,1996-05-10,M,044-713-5567,jeongsu58@example.org,61,0
fcd1b7c9-50f6-4,_6SNjF3^Xx,민준혁,9611231437483,1996-11-23,F,016-628-2403,iyujin@example.org,897,0
fbd89dbc-01ec-4,o+7GSHBfG+,엄경희,0002143001504,2000-02-14,F,051-310-9773,seunghyeon86@example.com,59,0
5e15da4c-1c60-4,e_$3fVjmLp,김서연,9301021902927,1993-01-02,M,062-110-2885,ugim@example.org,599,1
867e78ae-ee0c-4,nnxf+2Cj+9,전지영,9903011821119,1999-03-01,M,011-727-6916,ryuhayun@example.org,206,1
3f52301d-618b-4,_mc3iUg4!z,김준혁,9002161611778,1990-02-16,M,051-986-0307,hsong@example.org,552,0
7c187b23-c822-4,1%6R%cfAXb,황승현,9602051568218,1996-02-05,M,051-348-9862,jeonghoi@example.net,747,0
0dba1737-fa3e-4,QK*2Vr9Bgh,윤상현,9409081165858,1994-09-08,F,052-767-2050,yeongho02@example.net,930,0
7477485a-1f17-4,%4!Y%wzW#9,이순옥,9205081912965,1992-05-08,F,032-054-4722,misug28@example.net,964,0
81bacf45-e09c-4,D&^4E0j$mI,권성수,9106171500024,1991-06-17,M,061-003-6735,yyun@example.org,668,0
13588dbc-acc4-4,+T4MqjA*^),조은경,0203063177244,2002-03-06,M,016-067-1270,eunyeongan@example.net,893,0
da4dcf10-f74e-4,zx7a1LUc+o,박윤서,9601061553187,1996-01-06,M,055-125-7367,haeun91@example.org,647,0
464585d1-5981-4,#IdFqbe16#,최정수,9005111319356,1990-05-11,M,070-7831-5433,dgang@example.com,980,0
37babf8d-33c6-4,*q4UJZeXJL,김정수,0305253685053,2003-05-25,F,041-847-9574,jiweonbag@example.com,34,5
77796254-20a9-4,)y8_LMmBle,윤하윤,9307181424041,1993-07-18,F,017-630-1131,yeongsun85@example.org,664,0
3a9c5767-096d-4,W52YzL_eF#,한영철,0507013432458,2005-07-01,M,016-114-5858,gi@example.net,175,0
f150834d-0b25-4,FX4wT#GuL*,조건우,0008073999164,2000-08-07,M,053-854-9739,eungyeongi@example.com,264,2
6146372b-491c-4,e@D4XHyRTO,김현우,9401011925263,1994-01-01,M,019-003-2395,wgim@example.com,936,2
e079d22d-f146-4,*u8qYjnDlx,유영일,0301213837879,2003-01-21,F,033-182-1539,yejin33@example.org,986,0
4d007264-f4bb-4,04&U)Ow$#s,우수빈,9906121106527,1999-06-12,M,031-808-5497,zi@example.org,739,0
356ad0e9-35b9-4,8(9f!OSbuD,김지후,0211243690397,2002-11-24,F,044-252-1029,gimujin@example.com,775,0
b135b886-df70-4,JUDA%aZ)%3,김수민,8607061266734,1986-07-06,M,053-709-8455,gimsumin@example.net,717,0
155724ee-fb2e-4,9hN+A9Be$F,전영길,9403191042124,1994-03-19,M,041-888-1084,yyun@example.org,407,0
6d82ef57-30ac-4,21TBeL1g_U,장진우,9205171658677,1992-05-17,M,017-036-0202,mgim@example.com,256,0
ee58c299-fc14-4,yt7S8_*@$^,심지영,9610111444698,1996-10-11,M,052-294-4056,mijeong69@example.com,511,0
ea9be952-2702-4,f68EMc7nW(,이옥순,9611171836460,1996-11-17,M,044-868-7090,lgim@example.net,424,0
6f582432-aa06-4,$Ttp$0Wp!T,김경수,0309033400768,2003-09-03,F,02-5772-3112,qbag@example.net,562,0
6d9c2c9c-de45-4,V4RgbhbZ*z,류옥순,9608171787929,1996-08-17,M,055-023-9376,lgim@example.net,621,0
43cd7178-6148-4,(0_D6Uwyv1,김현준,9806071461312,1998-06-07,F,010-1315-8846,gimsumin@example.net,643,0
5a926e07-f8dc-4,1HK00Ts#^w,권지연,9003161572747,1990-03-16,F,043-540-7600,mijeong69@example.com,726,0
4c682617-2f0d-4,94ZYod08(s,김경자,8909241305846,1989-09-24,M,052-316-4718,seoyeono@example.org,314,0
fa4be89f-0aad-4,oI!75GhtCh,장성진,8703171221530,1987-03-17,M,011-900-5078,bagsiu@example.org,501,0
e2788a1e-ccc5-4,&J@Q0@Cr@+,강현정,9008031980279,1990-08-03,M,063-468-7766,minseog50@example.com,576,0
b1c18ca3-07a8-4,)V(@+Rws2G,이지영,9705031452750,1997-05-03,F,011-854-5600,ujini@example.org,105,0
681b1bca-c531-4,U!9HTSsg$k,윤영자,0002203144952,2000-02-20,M,02-3608-3357,gimjeongnam@example.net,672,0
15c73855-7ae4-4,N#8aI)TuiC,이보람,9108131631647,1991-08-13,F,070-3365-2900,qbag@example.net,685,0
30095fd6-88e8-4,jJ$iP7Qcfm,류지원,9308131263634,1993-08-13,M,033-131-0812,ijihu@example.net,828,0
2a9aa6f5-09d9-4,2BX1qEXc1@,박성호,0303153554753,2003-03-15,M,064-731-3721,nhong@example.com,472,0
e18d642d-a8dd-4,#FtC#m4q@3,류예준,9303231537218,1993-03-23,F,010-2499-7557,gyeonghyibag@example.net,746,2
867d1f70-49c6-4,l@YFdt9S^6,김아름,9006061152451,1990-06-06,M,054-230-9872,jinu45@example.org,387,0
abd7046d-9425-4,qNVtHRJ$#0,이예원,9406251545034,1994-06-25,M,018-245-5345,mijeong69@example.com,173,0
b42900e5-6af6-4,g^)7SWjj*7,김정남,9509061731841,1995-09-06,M,031-133-8887,siu48@example.org,387,0
4ec55a0d-640a-4,&YOcq9&L^3,김은정,9912031677220,1999-12-03,M,052-473-7893,munjuweon@example.com,154,2
18a80c97-652d-4,q2AC+EsF)s,이서연,0211043691419,2002-11-04,M,051-920-5047,jiweonbag@example.com,222,0
ada4cca9-9186-4,_O1W%&db55,주민준,9012101628745,1990-12-10,M,010-5615-6066,jeongsuncoe@example.com,662,1
cb71e89b-10d7-4,)b6WfxYkA^,김주원,9607091221385,1996-07-09,F,052-811-4134,jeongsu58@example.org,889,0
2d7b6b0c-564b-4,lRZ3MSnw_*,백정수,9611271158647,1996-11-27,M,02-0903-5532,wgim@example.com,143,0
237c4ce7-969f-4,So0zATjH6%,김정숙,8606061733127,1986-06-06,F,070-5642-1573,ygang@example.com,101,0
259508bd-8da5-4,%_B4xCvvCc,차현우,9106251315233,1991-06-25,F,052-128-9907,gimsumin@example.net,676,3
8d455600-5a07-4,0Ziq)bst)3,이서영,9308281597844,1993-08-28,M,033-070-2731,yeongsun85@example.org,637,0
9d2b7d02-dbc3-4,Iz8WAg%f)6,남승민,9411201243881,1994-11-20,F,011-093-5358,gimhyeonjun@example.org,450,2
113f5337-0798-4,(7CB_LBsb2,문지원,8703041078889,1987-03-04,F,055-599-2124,xgim@example.com,891,0
9b642843-36eb-4,s^47FkRvvT,김지민,8607111953572,1986-07-11,M,055-289-5534,mi@example.org,998,0
f79261b6-96a0-4,_61jK7pR$1,박현우,9012161201802,1990-12-16,M,031-939-2988,jiyeong00@example.org,56,0
7e5f91ab-37d9-4,MF8trbZto*,임경희,9206101310325,1992-06-10,F,051-043-0944,seunghyeon86@example.com,665,0
fe06544e-3553-4,#%4KSsy!%!,안지은,0509203563609,2005-09-20,M,033-445-6725,jeonghoi@example.net,582,1
77b4cbc9-7324-4,$y4V#4jY)(,김지후,9401151062319,1994-01-15,M,011-010-3312,eunji21@example.net,953,0
1d440540-3070-4,0MKHzcYd*R,박상현,9506251447586,1995-06-25,F,016-314-4051,misug28@example.net,337,0
7458b76e-f120-4,$cYrP4QR_3,이현우,9405171478565,1994-05-17,F,044-072-5161,jihyeoncoe@example.org,916,0
7150a62b-d07f-4,+3*#QyIDo@,박정숙,9005231037466,1990-05-23,M,051-113-4498,wcoe@example.net,941,0
7c4e186f-2746-4,Z0)tVDdB%^,양영미,0503163329314,2005-03-16,M,053-568-3267,jaehoi@example.net,601,0
bd4dd1b5-07a5-4,o)(n5TEby5,이춘자,9703221717362,1997-03-22,M,051-102-4982,hno@example.net,863,0
b951df8d-dbf5-4,F!+1BUGo^7,장예은,9301171011922,1993-01-17,M,055-259-6355,dgim@example.net,661,0
7c149fdd-6169-4,!7n9shByQ1,송은정,9706121116725,1997-06-12,M,031-197-3654,migyeongyun@example.net,621,1
86550229-0fb5-4,2x5Cx&Zb#),지영순,0204253997941,2002-04-25,M,033-522-5985,gimhyeonjun@example.org,428,0
66db161f-e566-4,w7m1jr!b#G,최영자,9002241322445,1990-02-24,M,070-2239-6830,miyeonggim@example.net,456,0
b9959d8d-48e4-4,Rk6CBEg%Z),김유진,9312111811600,1993-12-11,M,019-999-9282,jeongja09@example.net,351,0
80ca3f1c-bbc4-4,!98D9h!zT3,박선영,9907081569151,1999-07-08,F,033-422-5600,miyeonggim@example.net,622,0
8905f3a3-58aa-4,s3ADJU2e%j,백예준,9308101360552,1993-08-10,M,051-843-0435,sugja73@example.net,573,5
b380d4fa-7615-4,B&q2Nyr1$o,박정희,9005151092289,1990-05-15,F,043-108-5950,sujin84@example.org,696,0
6a330132-b642-4,dW+WX3VpC),김준서,9412151164740,1994-12-15,F,017-438-7987,eunjeong42@example.net,879,0
